thread_id,topic,intent,inbound,brand_reply
t146,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA1260, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t147,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking X7MCT3?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t148,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t149,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA2237.
t150,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA710 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t151,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 60 at LAX","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t152,loyalty account,loyalty_account,@customer: miles missing for flight aa1930 aadvantage 248jbg pls help asap,Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t153,flight delay,flight_delay,"@customer: AA AA1614 delayed, need hotel tonight in JFK, who pays?",Sorry for the delay on AA1614. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t154,refund compensation,refund_compensation,@customer: @AmericanAir want voucher for 5hr delay AA2412 in ORD,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t155,flight delay,flight_delay,@customer: stuck at dca delay again crew says 6hr wait what now? pls help asap,Sorry for the delay on AA1541. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t156,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA914, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t157,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA1907, AAdvantage HEXAYG",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t158,cancellation,cancellation,"@customer: flight AA1628 cancelled, stranded in JFK tonight, help",Sorry your flight AA1628 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t159,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA2055, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t160,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t161,booking change,booking_change,"@customer: change name spelling on reservation W37T4D, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t162,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA499 at DFW, tag NPF49E",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t163,checkin boarding,checkin_boarding,@customer: what gate for AA674 at ORD? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t164,booking change,booking_change,"@customer: @AmericanAir need to change flight AA2236 to tomorrow, fare difference?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t165,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA1361, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t166,complaint service,complaint_service,"@customer: @AmericanAir crew on AA163 was rude to my mother, unacceptable",I am sorry you experienced this on AA163. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t167,flight delay,flight_delay,"@customer: @AmericanAir stuck at PHX, delay again, crew says 3hr wait, what now?",Sorry for the delay on AA2229. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t168,flight delay,flight_delay,"@customer: @AmericanAir stuck at ORD, delay again, crew says 1hr wait, what now?",Sorry for the delay on AA541. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t169,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate DCA, rebook options?",Sorry your flight AA1125 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t170,complaint service,complaint_service,"@customer: @AmericanAir crew on AA1536 was rude to my mother, unacceptable",I am sorry you experienced this on AA1536. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t171,booking change,booking_change,"@customer: change name spelling on reservation HHXQN8, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t172,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA1720, great landing in CLT!",Thanks for flying with us! Let us know if you need anything on AA1720.
t173,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA1430, great landing in JFK!",Thanks for flying with us! Let us know if you need anything on AA1430.
t174,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 52 at DFW","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t175,flight delay,flight_delay,"@customer: @AmericanAir flight AA2727 delayed 1hrs, will I miss my connection in LAX?",Sorry for the delay on AA2727. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t176,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA261, AAdvantage KKWDV8",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
